"OCCP_H","OCCP_W","Husband_Occ","Wife_Occ","PctMen","pct_couples"
4520,4520,"miscellaneous personal appearance workers","miscellaneous personal appearance workers",0.000331516076964336,0.147686832740214
430,4520,"miscellaneous managers","miscellaneous personal appearance workers",0.00392016672079882,0.0284697508896797
7750,4520,"miscellaneous assemblers and fabricators","miscellaneous personal appearance workers",0.0132966411853244,0.0373665480427046
4700,4520,"retail sales supervisors","miscellaneous personal appearance workers",0.0105969575346767,0.0302491103202847
8220,4520,"miscellaneous metal and plastic workers","miscellaneous personal appearance workers",0.00027258528524644,0.0195729537366548
1550,4520,"engineer technicians","miscellaneous personal appearance workers",0.00552611880510125,0.0213523131672598
1020,4520,"software developers","miscellaneous personal appearance workers",0.0148153517128836,0.0213523131672598
9130,4520,"truck drivers","miscellaneous personal appearance workers",0.043959900952662,0.0320284697508897
430,4600,"miscellaneous managers","childcare workers",0.00392016672079882,0.0329489291598023
9130,4600,"truck drivers","childcare workers",0.043959900952662,0.0686436024162548
4700,4600,"retail sales supervisors","childcare workers",0.0105969575346767,0.0236133992311917
4600,4600,"childcare workers","childcare workers",0.000463555312887678,0.0126304228445909
205,4600,"farmers, ranchers, and other agricultural managers","childcare workers",5.27120002940588e-05,0.00988467874794069
6260,4600,"construction laborers","childcare workers",0.0136606115106859,0.0225151015925316
7315,4600,"heating, air conditioning, and refrigeration mechanics and installers","childcare workers",0.00427980478314362,0.0120812740252608
8965,4600,"miscellaneous production workers","childcare workers",0.00285662674170026,0.0104338275672707
2310,4600,"elementary and middle school teachers","childcare workers",0.00620175275322273,0.0131795716639209
4710,4600,"non-retail sales supervisors","childcare workers",0.00280105641786677,0.00878638110928062
1530,4600,"miscellaneous engineers","childcare workers",0.00171815535055802,0.00768808347062054
7700,4600,"production supervisors","childcare workers",0.0077811311305417,0.0131795716639209
220,4600,"construction managers","childcare workers",0.00354392365795544,0.00823723228995058
6355,4600,"electricians","childcare workers",0.00917124658078614,0.013728720483251
3800,4600,"bailiffs, correctional officers, and jailers","childcare workers",0.00538103205847686,0.00988467874794069
6230,4600,"carpenters","childcare workers",0.00994912444048273,0.014277869302581
8740,4600,"inspectors, testers, sorters, samplers, and weighers","childcare workers",0.00505450651645619,0.00933552992861065
9120,4600,"bus drivers","childcare workers",0.00565294734241453,0.00988467874794069
6200,4600,"construction supervisors","childcare workers",0.00793287445984017,0.0115321252059308
7200,4600,"automotive service technicians and mechanics","childcare workers",0.00996218875273067,0.0131795716639209
7220,4600,"heavy vehicle and mobile equipment service technicians and mechanics","childcare workers",0.00285943307554741,0.00604063701263042
6440,4600,"pipelayers, plumbers, pipefitters, and steamfitters","childcare workers",0.0068054719594942,0.00988467874794069
6320,4600,"construction equipment operators","childcare workers",0.00552219833848869,0.00823723228995058
800,4600,"accountants and auditors","childcare workers",0.00783720407423564,0.0104338275672707
3850,4600,"police officers","childcare workers",0.00895286847500237,0.0109829763866008
6050,4600,"miscellaneous agricultural workers","childcare workers",0.00418319715653156,0.00604063701263042
5000,4600,"office and administrative support supervisors","childcare workers",0.0071573107754708,0.00823723228995058
5610,4600,"shipping, receiving, and traffic clerks","childcare workers",0.00754085284239932,0.00823723228995058
8140,4600,"welding, soldering, and brazing workers","childcare workers",0.00667098381885815,0.0071389346512905
8030,4600,"machinists","childcare workers",0.00590121555863186,0.00604063701263042
9600,4600,"industrial truck and tractor operators","childcare workers",0.00794877205181236,0.00768808347062054
1050,4600,"computer support specialists","childcare workers",0.00897848798092625,0.00658978583196046
4250,4600,"grounds maintenance workers","childcare workers",0.0144924792392716,0.0109829763866008
7750,4600,"miscellaneous assemblers and fabricators","childcare workers",0.0132966411853244,0.00933552992861065
4850,4600,"wholesale sales representatives","childcare workers",0.0199257907374625,0.0153761669412411
1020,4600,"software developers","childcare workers",0.0148153517128836,0.00933552992861065
3930,4600,"security guards","childcare workers",0.0137024825506029,0.00604063701263042
7340,4600,"general maintenance and repair workers","childcare workers",0.020169687698394,0.0104338275672707
5620,4600,"stock clerks and order fillers","childcare workers",0.0196810549672276,0.00823723228995058
4020,4600,"cooks","childcare workers",0.0217622269176029,0.00823723228995058
9620,4600,"laborers and hand movers","childcare workers",0.0324911534704174,0.0170236133992312
20,4600,"general and operations managers","childcare workers",0.0246171408525508,0.00768808347062054
4760,4600,"retail salespersons","childcare workers",0.0369939956185053,0.014827018121911
9130,4610,"truck drivers","personal care aides",0.043959900952662,0.0836751435602953
4610,4610,"personal care aides","personal care aides",0.00323374728910607,0.0393765381460213
8965,4610,"miscellaneous production workers","personal care aides",0.00285662674170026,0.0180475799835931
4700,4610,"retail sales supervisors","personal care aides",0.0105969575346767,0.0254306808859721
6260,4610,"construction laborers","personal care aides",0.0136606115106859,0.0270713699753897
430,4610,"miscellaneous managers","personal care aides",0.00392016672079882,0.0172272354388843
9600,4610,"industrial truck and tractor operators","personal care aides",0.00794877205181236,0.0205086136177194
205,4610,"farmers, ranchers, and other agricultural managers","personal care aides",5.27120002940588e-05,0.0106644790812141
8220,4610,"miscellaneous metal and plastic workers","personal care aides",0.00027258528524644,0.0106644790812141
6230,4610,"carpenters","personal care aides",0.00994912444048273,0.0188679245283019
4710,4610,"non-retail sales supervisors","personal care aides",0.00280105641786677,0.0114848236259229
9140,4610,"taxi drivers and chauffeurs","personal care aides",0.00244953619726056,0.0106644790812141
7700,4610,"production supervisors","personal care aides",0.0077811311305417,0.014766201804758
3600,4610,"nursing, psychiatric, and home health aides","personal care aides",0.00397087759345547,0.00902378999179656
8140,4610,"welding, soldering, and brazing workers","personal care aides",0.00667098381885815,0.0114848236259229
6355,4610,"electricians","personal care aides",0.00917124658078614,0.0139458572600492
8740,4610,"inspectors, testers, sorters, samplers, and weighers","personal care aides",0.00505450651645619,0.00902378999179656
8030,4610,"machinists","personal care aides",0.00590121555863186,0.00984413453650533
6200,4610,"construction supervisors","personal care aides",0.00793287445984017,0.00984413453650533
3930,4610,"security guards","personal care aides",0.0137024825506029,0.014766201804758
7750,4610,"miscellaneous assemblers and fabricators","personal care aides",0.0132966411853244,0.0131255127153404
4250,4610,"grounds maintenance workers","personal care aides",0.0144924792392716,0.0139458572600492
7200,4610,"automotive service technicians and mechanics","personal care aides",0.00996218875273067,0.00902378999179656
9620,4610,"laborers and hand movers","personal care aides",0.0324911534704174,0.0278917145200984
5620,4610,"stock clerks and order fillers","personal care aides",0.0196810549672276,0.0106644790812141
4020,4610,"cooks","personal care aides",0.0217622269176029,0.0123051681706317
7340,4610,"general maintenance and repair workers","personal care aides",0.020169687698394,0.0106644790812141
4760,4610,"retail salespersons","personal care aides",0.0369939956185053,0.0131255127153404
430,4620,"miscellaneous managers","recreation and fitness workers",0.00392016672079882,0.0575
9130,4620,"truck drivers","recreation and fitness workers",0.043959900952662,0.045
4700,4700,"retail sales supervisors","retail sales supervisors",0.0105969575346767,0.119979792876989
430,4700,"miscellaneous managers","retail sales supervisors",0.00392016672079882,0.0442030815862592
4710,4700,"non-retail sales supervisors","retail sales supervisors",0.00280105641786677,0.0133872189946956
7700,4700,"production supervisors","retail sales supervisors",0.0077811311305417,0.0174286435968679
10,4700,"chief executives and legislators","retail sales supervisors",0.00273065936291799,0.010861328618338
8965,4700,"miscellaneous production workers","retail sales supervisors",0.00285662674170026,0.010861328618338
9130,4700,"truck drivers","retail sales supervisors",0.043959900952662,0.0512755746400606
6200,4700,"construction supervisors","retail sales supervisors",0.00793287445984017,0.0143975751452387
205,4700,"farmers, ranchers, and other agricultural managers","retail sales supervisors",5.27120002940588e-05,0.0060621369032584
220,4700,"construction managers","retail sales supervisors",0.00354392365795544,0.00808284920434453
120,4700,"financial managers","retail sales supervisors",0.00424293711708819,0.0083354382419803
136,4700,"human resources managers","retail sales supervisors",0.000519615734674029,0.0045466026774438
6230,4700,"carpenters","retail sales supervisors",0.00994912444048273,0.0138923970699672
310,4700,"food service managers","retail sales supervisors",0.00168847193085231,0.0053043697903511
50,4700,"marketing and sales managers","retail sales supervisors",0.00502048481053775,0.00858802727961606
8220,4700,"miscellaneous metal and plastic workers","retail sales supervisors",0.00027258528524644,0.00328365748926497
4920,4700,"real estate agents","retail sales supervisors",0.00134375839730615,0.00404142460217227
160,4700,"transportation, storage, and distribution managers","retail sales supervisors",0.00136578649332838,0.00404142460217227
7800,4700,"bakers","retail sales supervisors",0.00109734897109308,0.00353624652690073
7200,4700,"automotive service technicians and mechanics","retail sales supervisors",0.00996218875273067,0.0123768628441526
420,4700,"social and community service managers","retail sales supervisors",0.000618883711881431,0.0030310684516292
3820,4700,"detectives","retail sales supervisors",0.00122984533589613,0.00328365748926497
5510,4700,"couriers and messengers","retail sales supervisors",0.000994069228301305,0.0030310684516292
